,score
528,0.99684346
529,0.99995744
530,0.21843038
531,0.9994973
532,0.010506349
533,0.9961778
534,0.98496825
535,0.9245586
536,0.99451894
537,0.9140574
538,0.98543787
539,0.9977095
540,0.7832648
541,0.99991345
542,0.99997044
543,0.9998574
544,0.9600197
545,0.9999993
546,0.9931293
547,0.9999459
548,0.9838072
549,0.11767081
550,0.9988354
551,0.9812309
552,0.9963702
553,0.9949963
554,1.0
555,0.9989374
556,0.8285359
557,0.9795554
558,0.15668954
559,0.99844956
560,0.9922925
561,0.95946836
562,0.9509044
563,0.97626173
564,0.9344286
565,0.9133896
566,0.9992613
567,0.9994399
568,0.9943561
569,0.98705673
570,0.9999889
571,0.9999151
572,0.89745945
573,0.9955577
574,0.9999504
575,0.90892965
576,0.9946267
577,0.99999857
578,0.9944171
579,0.9964399
580,0.9993648
581,0.9963276
582,0.9439444
583,0.9997116
584,0.6661386
585,0.9953055
586,0.3003759
587,0.9706091
588,0.9981261
589,0.99941576
590,0.9999894
591,0.99998105
592,0.99996936
593,0.9999912
594,0.99923325
595,0.9999989
596,0.9739739
597,0.9984932
598,3.0337862e-06
599,0.9999398
600,0.011023729
601,0.92447484
602,0.9999927
603,0.9994313
604,0.98337513
605,0.99143094
606,0.001999514
607,0.98708725
608,0.9967764
609,0.45846274
610,0.99826294
611,0.97094417
612,0.99989486
613,0.5827424
614,0.9999908
615,0.9914119
616,0.9423919
617,0.99895597
618,0.99973804
619,0.9976102
620,0.9970644
621,0.8539138
622,0.99975103
623,0.98697287
624,0.98880017
625,0.9643735
626,0.99772507
627,0.15613289
628,0.993193
629,0.9674732
630,0.99733377
631,0.9988367
632,0.27438098
633,0.9996486
634,0.99110305
635,0.0044838786
636,0.9942485
637,0.9902056
638,0.649546
639,0.99979573
640,0.7832066
641,0.9944147
642,0.99920577
643,0.96056396
644,0.8899158
645,0.9895014
646,0.017661836
647,0.99936134
648,0.9973386
649,0.9999957
650,0.9670322
651,0.9999907
652,0.9999839
653,0.9816761
654,0.9965233
655,0.999941
656,0.9999527
657,0.06703857
658,0.9987662
659,0.98524934
660,0.94854903
661,0.9981359
662,0.9967809
663,0.98122966
664,0.99998724
665,0.67610914
666,0.31271064
667,0.0052924925
668,0.96561193
669,0.9933656
670,0.9917601
671,0.9999428
672,0.9996985
673,0.6664387
674,0.05847618
675,0.06335814
676,0.9995473
677,0.9999994
678,0.97364104
679,0.98692316
680,0.8632775
681,0.9990539
682,0.08448751
683,0.99808216
684,0.99989605
685,0.99151564
686,0.98247576
687,0.9670697
688,0.9999913
689,0.9999325
690,0.9895074
691,0.997806
692,0.09035993
693,0.99999917
694,0.9954857
695,0.9870996
696,0.96402574
697,0.9954124
698,0.9953166
699,0.9997906
700,0.9988951
701,0.85776687
702,0.99330866
703,0.8291662
704,0.9891446
705,0.8169841
706,0.9996977
707,0.91170156
708,0.9999416
709,0.99228173
710,0.99999344
711,0.9972197
712,0.0012427073
713,0.9108611
714,0.9998356
715,0.99713683
716,0.03098184
717,0.99301755
718,0.99973696
719,0.9408761
720,0.9936999
721,0.7446706
722,0.98755056
723,0.99877006
724,0.9659033
725,1.0
726,0.99847406
727,0.98149866
728,0.99991965
729,0.9055234
730,0.9940965
731,0.9938345
732,0.99694365
733,0.88720727
734,0.10130417
735,0.9706622
736,0.86027503
737,0.9908592
738,0.99750096
739,0.9998956
740,0.99999714
741,0.9997482
742,0.9999815
743,0.017292138
744,0.9977729
745,0.9989686
746,0.97674906
747,0.7984008
748,0.6038134
749,0.99934644
750,0.9864005
751,0.4430396
752,0.9949881
753,0.9975683
754,0.9998857
755,0.9910087
756,0.3547145
757,0.99215853
758,0.09086594
759,0.9994709
760,0.99789596
761,0.99971575
762,0.97298765
763,0.99974686
764,0.33749604
765,0.9821832
766,0.9287164
767,0.9972904
768,0.9998485
769,0.9998859
770,0.07519431
771,0.033117432
772,0.9964018
773,0.99917704
774,0.9747506
775,0.98152494
776,0.9999726
777,0.047469497
778,0.95924973
779,0.8193817
780,0.95997787
781,0.4492101
782,0.88440025
783,0.9999913
784,0.13107194
785,0.11516981
786,0.99732363
787,0.9966474
788,0.11257079
789,0.9965364
790,0.9998603
791,0.0119199185
792,0.9999682
793,0.99840134
794,0.9807047
795,0.99893683
796,0.984469
797,0.99999166
798,0.992792
799,0.9997037
800,0.9930621
801,0.7567153
802,0.97930866
803,0.99866545
804,0.6826585
805,0.99245524
806,0.9999888
807,0.9930784
808,0.07762363
809,0.98437196
810,0.99967897
811,0.99881005
812,0.025470875
813,0.9985942
814,0.9521149
815,0.007086766
816,0.9011162
817,0.9999999
818,0.98514843
819,0.9708958
820,0.97906315
821,0.9772908
822,0.9995467
823,0.99641573
824,0.90253085
825,0.96245867
826,0.9984236
827,0.99980897
828,0.99479854
829,0.16098343
830,0.95832515
831,0.02974812
832,0.9918384
833,0.9999267
834,0.99971503
835,0.9989654
836,0.31951705
837,0.94470745
838,0.97818065
839,0.38570705
840,0.00023866205
841,0.9995528
842,0.99989307
843,0.61431926
844,0.873431
845,0.80443424
846,0.99842286
847,0.9999609
848,0.2683892
849,0.99998903
850,0.9999995
851,0.99563855
852,0.9006407
853,0.9881648
854,0.99999464
855,0.12001695
856,0.9986161
857,0.98764706
858,0.45895752
859,0.99998903
860,0.9929295
861,0.99511635
862,0.9996177
863,0.46636415
864,0.9913591
865,0.13796334
866,0.99624443
867,0.9999968
868,0.99943393
869,0.99997914
870,0.9998343
871,0.014168596
872,0.9980901
873,0.94139814
874,0.9991966
875,0.9978181
876,0.064081036
877,0.7935129
878,0.9847003
879,0.98171073
880,0.99780005
881,0.9880167
882,0.025434619
883,0.9999857
884,0.9354917
885,0.7632504
886,0.9992269
887,0.9842078
888,0.99988353
889,0.8540379
890,0.8584293
891,0.9799888
892,0.99674064
893,0.21863574
894,0.8454559
895,0.6249843
896,0.024683839
897,0.99860555
898,0.99947494
899,0.99938524
900,0.9777775
901,0.80978054
902,0.9975189
903,0.3276895
904,0.027460622
905,0.99998224
906,0.99706286
907,0.9960939
908,0.97809976
909,0.88496417
910,0.852912
911,0.0024188936
912,0.9999753
913,0.98299974
914,0.9999101
915,0.9888359
916,0.9721296
917,0.997324
918,0.44613296
919,0.016052788
920,0.99195015
921,0.88124204
922,0.99972755
923,0.99957305
924,0.93909997
925,0.013982528
926,0.9464992
927,0.9998597
928,0.9586685
929,0.06304471
930,0.9999995
931,0.023172045
932,0.9863505
933,0.97238356
934,0.99568707
935,0.9999553
936,0.3272534
937,0.92095125
938,0.99879515
939,0.9988141
940,0.98820263
941,0.25898764
942,0.99687
943,0.99342453
944,0.9060668
945,0.9988606
946,0.8899579
947,0.87388355
948,0.99776757
949,0.99998677
950,0.9999962
951,0.9511686
952,0.99912673
953,0.9997234
954,0.9957503
955,0.9999758
956,0.99888176
957,0.99947685
958,1.0
959,3.4298324e-07
960,0.99614406
961,0.9971499
962,0.9614889
963,0.99171364
964,0.9997428
965,0.99888533
966,0.99999905
967,0.98874354
968,0.031041723
969,0.99754566
970,0.99583167
971,0.892594
972,0.72465235
973,0.9913489
974,0.0011658774
975,0.97808915
976,0.9465251
977,0.91344297
978,0.5963769
979,0.6774744
980,0.9478488
981,0.99871135
982,0.9998733
983,0.98835665
984,0.9877017
985,0.999951
986,0.9946473
987,0.021686016
988,0.7867855
989,0.26853716
990,0.9998247
991,0.9968137
992,0.86111253
993,0.98748153
994,0.93526834
995,0.9999105
996,0.99986315
997,0.9985858
998,0.9908914
999,0.9999999
1000,0.9985592
1001,0.9887916
1002,0.81300074
1003,0.9543989
1004,0.99551433
1005,0.9999571
1006,0.99522984
1007,0.9591454
1008,0.98338264
1009,0.14308375
1010,0.9989347
1011,0.9999703
1012,0.99959797
1013,1.0
1014,0.96341085
1015,0.9994562
1016,0.011786453
1017,0.83657897
1018,1.0
1019,0.9943552
1020,0.99383533
1021,0.73365575
1022,0.99834085
1023,0.11582206
1024,0.85545117
1025,0.9999821
1026,0.9992176
1027,0.98596096
1028,0.9903352
1029,0.9976725
1030,0.9981103
1031,0.9999988
1032,0.99583226
1033,0.87208396
1034,0.12011182
1035,0.99891007
1036,0.9993456
1037,0.9412166
1038,0.9989015
1039,0.97956115
1040,0.80535585
1041,0.9689913
1042,0.9730241
1043,0.99659675
1044,0.9993718
1045,0.43452176
1046,0.8473133
1047,1.0
1048,0.7435616
1049,0.98719096
1050,0.6785918
1051,0.24576624
1052,0.8281526
1053,0.9997578
1054,0.99998283
1055,0.9993411
1056,0.9994618
1057,0.92024475
1058,0.99962914
1059,0.89882827
1060,0.999731
1061,0.9896298
1062,0.95807964
1063,0.9991511
1064,0.9998067
1065,0.089907214
1066,0.99306536
1067,0.9787748
1068,0.99163145
1069,0.9995455
1070,0.8363509
1071,0.9914942
1072,0.8863033
1073,0.58284944
1074,0.98044807
1075,0.997341
1076,0.99860424
1077,0.9998486
1078,0.9977239
1079,0.9992968
1080,0.99586946
1081,0.9999647
1082,0.9972089
1083,0.9902852
1084,0.9854593
1085,0.95755416
1086,0.996558
1087,0.98762345
1088,0.24401613
1089,0.9840627
1090,0.9999702
1091,0.99938595
1092,0.9408794
1093,0.9976712
1094,0.9886086
1095,0.9986798
1096,0.9675047
1097,0.9964179
1098,0.9732079
1099,0.42963344
1100,0.99952745
1101,0.9892754
1102,0.9927396
1103,0.98283744
1104,0.99829596
1105,0.99999917
1106,0.99862266
1107,0.99990296
1108,0.9984401
1109,0.5519583
1110,0.9705199
1111,0.9989405
1112,0.9175702
1113,0.84724325
1114,0.99982566
1115,0.99772817
1116,0.83952737
1117,0.24346353
1118,0.99348193
1119,0.99874854
1120,0.9999267
1121,0.9999201
1122,0.9897389
1123,0.99787176
1124,0.9998987
1125,0.008167798
1126,0.9986307
1127,0.9985728
1128,0.99951804
1129,0.9998591
1130,0.3914546
1131,0.9944944
1132,1.3008394e-05
1133,0.9995857
1134,0.9928965
1135,0.99799097
1136,0.89779973
1137,0.99999976
1138,0.9999907
1139,0.99446
1140,0.9929121
1141,0.47203866
1142,0.00093676115
1143,0.9920738
1144,0.5186455
1145,0.98228925
1146,0.6718065
1147,0.99787116
1148,0.9190791
1149,0.999271
1150,0.9954619
1151,0.07708637
1152,0.36392266
1153,0.99999475
1154,0.986931
1155,0.9993475
1156,0.9995454
1157,0.9985663
1158,0.9975637
1159,0.9613939
1160,0.1483591
1161,0.99983275
1162,0.98219097
1163,0.0015971535
1164,0.9998123
1165,0.99464273
1166,0.99780256
1167,0.9993525
1168,0.9999652
1169,0.99187917
1170,0.21472484
1171,0.054024715
1172,0.00012669947
1173,0.98022985
1174,0.9884885
1175,0.96836966
1176,0.99429893
1177,1.0
1178,0.9999994
1179,0.99952984
1180,0.78384185
1181,0.98331845
1182,0.9993585
1183,0.9720292
1184,0.9898258
1185,0.62685764
1186,0.99999845
1187,0.99999976
1188,0.016747005
1189,0.9985423
1190,0.97567797
1191,0.99999094
1192,0.99985397
1193,0.95774674
1194,0.019895833
1195,3.1157313e-05
1196,0.9957462
1197,0.9932051
1198,0.29251477
1199,0.5056943
1200,0.9555955
1201,0.9995372
1202,0.4328179
1203,0.9999254
1204,0.9998361
1205,0.6622814
1206,0.04640284
1207,0.80008554
1208,0.99871063
1209,0.57686037
1210,0.050238546
1211,0.9995623
1212,0.7266169
1213,0.99986327
1214,0.9968886
1215,0.44207174
1216,0.99981743
1217,0.9982141
1218,0.98030555
1219,0.9964133
1220,0.054386735
1221,0.9811896
1222,0.99977416
1223,0.9974482
1224,0.9930688
1225,0.99999535
1226,0.9913156
1227,0.8217899
1228,0.99994624
1229,0.043983817
1230,0.9845659
1231,0.99892634
1232,0.9647169
1233,0.9387275
1234,0.94498456
1235,0.045826662
1236,2.0846808e-05
1237,0.96280897
1238,0.9749415
1239,0.99861073
1240,0.9987815
1241,0.89298886
1242,0.7973623
1243,0.21862176
1244,0.9504596
1245,0.9776577
1246,0.9814631
1247,0.99986887
1248,0.9982583
1249,0.96750265
1250,0.9995701
1251,0.98943543
1252,0.9706561
1253,0.98218507
1254,0.9961356
1255,0.3494907
1256,0.88917685
1257,0.98704463
1258,0.00027129584
1259,0.8890428
1260,0.9857917
1261,0.9662998
1262,0.99816966
1263,0.9984744
1264,0.24410973
1265,0.9878676
1266,0.047779594
1267,0.81015444
1268,0.9995459
1269,0.99788934
1270,0.96422213
1271,0.999982
1272,0.056625873
1273,0.8333501
1274,0.97801185
1275,0.935989
1276,0.99322414
1277,0.99928325
1278,0.9935737
1279,0.9672666
1280,0.9849706
1281,0.98221314
1282,0.99999905
1283,0.07020329
1284,0.99994946
1285,0.99997807
1286,0.9796332
1287,0.94588107
1288,0.9997044
1289,0.026370315
1290,0.9854858
1291,0.9995764
1292,0.088870436
1293,0.99783164
1294,0.9996656
1295,0.95949864
1296,0.18807916
1297,0.98836726
1298,0.8495372
1299,0.9995479
1300,0.3129326
1301,0.9981603
1302,0.020222703
1303,0.041443344
1304,0.9994543
1305,0.6101523
1306,0.99857354
1307,0.9989249
1308,0.18315455
1309,0.9998574
1310,0.97848105
1311,0.9987544
1312,0.99819726
1313,0.96612054
1314,0.99969244
1315,0.39883223
1316,0.98595876
1317,0.9964934
1318,0.9979907
1319,0.97595656
1320,0.01701394
1321,0.13446139
1322,0.9775074
1323,0.9996947
1324,0.98326516
1325,0.99969506
1326,0.5292414
1327,0.97547174
1328,0.99651647
1329,0.99636674
1330,0.9999428
1331,0.8441469
1332,0.9963355
1333,0.23533544
1334,0.24656785
1335,0.68685037
1336,0.98904514
1337,0.99999475
1338,0.99572927
1339,0.9989225
1340,0.92017764
1341,0.9812676
1342,0.9998976
1343,0.9993868
1344,0.98095393
1345,0.99831945
1346,0.9900351
1347,0.99814236
1348,0.9966286
1349,0.99981207
1350,0.83417374
1351,0.99840707
1352,0.9999846
1353,0.76924545
1354,0.9435809
1355,0.9991702
1356,0.052551918
1357,0.9806362
1358,0.9994361
1359,0.99994123
1360,0.9854242
1361,0.99777514
1362,0.9848297
1363,0.99992263
1364,0.999984
1365,0.9908468
1366,0.99469453
1367,0.99947184
1368,0.998007
1369,2.3507596e-06
1370,0.99993837
1371,0.99949145
1372,0.99927026
1373,0.9993887
1374,0.8637418
1375,0.69675046
1376,0.9982633
1377,0.99997675
1378,0.9999907
1379,0.99992836
1380,0.9832333
1381,0.99692255
1382,0.9483041
1383,0.99673104
1384,0.9998597
1385,0.9973053
1386,0.16710117
1387,0.99963176
1388,0.37170476
1389,0.5054406
1390,0.025878435
1391,0.24927889
1392,0.99720985
1393,0.99729687
1394,0.00096860976
1395,0.99984264
1396,0.0077961823
1397,0.94903785
1398,0.9874298
1399,0.8121098
1400,0.9757321
1401,0.99973375
1402,0.99977654
1403,0.9999937
1404,0.99745136
1405,0.99627244
1406,0.9997867
1407,0.9784405
1408,0.999985
1409,0.98354465
1410,0.9930328
1411,0.9086939
1412,0.9999943
1413,0.9831564
1414,0.9911917
1415,0.9999895
1416,0.9919127
1417,0.99859303
1418,0.99944943
1419,0.020127675
1420,0.92335683
1421,0.9941789
1422,0.8283651
1423,0.99630463
1424,0.9999677
1425,0.99875355
1426,0.13365318
1427,0.99325293
1428,0.9997615
1429,0.9074271
1430,0.9997234
1431,0.9823533
1432,0.3131845
1433,0.8772302
1434,0.9289167
1435,0.98318374
1436,0.9999747
1437,0.34120122
1438,0.9998599
1439,0.3287239
1440,0.16380627
1441,0.96922326
1442,0.99996066
1443,0.9108177
1444,0.88867766
1445,0.9968702
1446,0.9866822
1447,0.8210804
1448,0.6090459
1449,0.9999919
1450,0.99932265
1451,0.9998369
1452,0.35181406
1453,0.9997086
1454,0.9999542
1455,1.0
1456,0.9934277
1457,0.93967843
1458,0.24539334
1459,0.3623748
1460,0.99530387
1461,0.8334876
1462,0.5095762
1463,2.0536108e-05
1464,0.29537222
1465,0.48196542
1466,0.99996626
1467,0.99946564
1468,0.99989676
1469,0.9999877
1470,0.9999285
1471,0.015103438
1472,0.9245481
1473,0.99981993
1474,0.950639
1475,0.9917076
1476,0.99960023
1477,0.07213005
1478,0.41509014
1479,0.9590701
1480,0.99954826
1481,0.9930099
1482,0.999767
1483,0.89136744
1484,0.980993
1485,0.9923563
1486,0.99980277
1487,0.008283189
1488,0.9999907
1489,0.08123391
1490,0.99900657
1491,0.9990753
1492,0.19222158
1493,0.0791657
1494,0.40551704
1495,0.9839633
1496,0.99402076
1497,0.99967957
1498,0.9999896
1499,0.9920449
1500,1.0
1501,0.9952449
1502,0.1040196
1503,0.2217725
1504,0.9994265
1505,0.96607745
1506,0.9999269
1507,0.0026785515
1508,0.9753166
1509,0.99982005
1510,0.9999987
1511,0.9964463
1512,0.9490284
1513,0.84972996
1514,0.99915516
1515,0.9707347
1516,0.99940073
1517,0.91328555
1518,0.99800676
1519,0.9997304
1520,0.18456109
1521,0.42945853
1522,0.32747307
1523,0.99939144
1524,0.9999969
1525,0.99600935
1526,0.99787855
1527,0.9620068
1528,0.99999666
1529,0.95634764
1530,0.809695
1531,0.9955888
1532,0.052143022
1533,0.03618195
1534,0.0020953733
1535,0.9930577
1536,0.07575764
1537,0.99999607
1538,0.8137322
1539,0.9962327
1540,0.99351317
1541,0.99999666
1542,0.6145688
1543,0.9894706
1544,0.9999975
1545,0.4982432
1546,0.948495
1547,0.99793684
1548,0.9856514
1549,0.9812306
1550,0.9966529
1551,0.9985996
1552,0.9962282
1553,0.96820784
1554,0.97786295
1555,0.1721738
1556,0.99412245
1557,0.9918555
1558,0.9050729
1559,0.9976357
1560,0.9721913
1561,0.99980515
1562,0.9329881
1563,0.9973605
1564,0.9866203
1565,0.27161443
1566,0.81655586
1567,0.9969445
1568,0.9806999
1569,0.99693334
1570,0.99339455
1571,0.99928385
1572,0.10031329
1573,0.6027773
1574,0.26850635
1575,0.9999933
1576,0.00043140506
1577,0.9990754
1578,0.99333185
1579,0.97244227
1580,1.0
1581,0.99646735
1582,0.07357671
1583,0.9891773
1584,0.9997813
1585,0.9955592
1586,0.99996257
1587,0.9995604
1588,0.9851188
1589,0.19406663
1590,0.43169165
1591,0.96657795
1592,0.9999994
1593,0.9811489
1594,0.98128444
1595,0.50155
1596,0.9996166
1597,0.85847664
1598,0.9565964
1599,0.85882753
1600,0.115594886
1601,0.97536325
1602,0.072984405
1603,0.9091497
1604,0.9480424
1605,0.9981883
1606,0.7896419
1607,0.99291515
1608,0.9941209
1609,0.9962554
1610,0.9615237
1611,0.9986733
1612,0.9990815
1613,0.99048
1614,0.9945468
1615,0.996636
1616,0.85941947
1617,0.99881387
1618,0.05690775
1619,0.9999558
1620,0.9991304
1621,0.082016505
1622,0.9992599
1623,0.99212766
1624,0.9382674
1625,0.8598222
1626,0.999418
1627,0.017783105
1628,0.56967324
1629,0.022002248
1630,0.25990802
1631,0.07864321
1632,0.0016406953
1633,1.21037e-06
1634,0.00020631484
1635,0.98385286
1636,0.34739366
1637,0.9072118
1638,0.042193837
1639,0.08841084
1640,0.606994
1641,0.0073596677
1642,0.00052120216
1643,7.780734e-05
1644,0.22278018
1645,0.0003235972
1646,0.004286038
1647,0.0010732843
1648,0.0027113627
1649,0.0072527598
1650,1.7238048e-05
1651,0.99419963
1652,0.12753457
1653,0.77179724
1654,0.32942608
1655,0.071594335
1656,0.0070066308
1657,0.0049190787
1658,0.45689034
1659,1.045085e-05
1660,0.0007145722
1661,0.72956747
1662,2.4213494e-07
1663,0.03388043
1664,0.112173304
1665,0.08137578
1666,0.14197822
