,score
173,0.99150264
174,0.9985489
175,0.8855448
176,0.9945128
177,0.9770258
178,0.98424906
179,0.9927301
180,0.8997757
181,0.07260211
182,0.96172214
183,0.0155641055
184,0.96857285
185,0.9855811
186,0.9205432
187,0.999864
188,0.9830677
189,0.8402295
190,0.74221146
191,0.5091189
192,0.89052063
193,0.09607873
194,0.9094347
195,0.96692055
196,0.9867422
197,0.99983
198,0.9329241
199,0.9965479
200,0.99871457
201,0.77156705
202,0.11952897
203,0.9051199
204,0.01091674
205,0.9967565
206,0.08016269
207,0.9997973
208,0.64933527
209,0.9048003
210,0.8297362
211,0.9950191
212,0.9872497
213,0.9856763
214,0.01220956
215,0.98918134
216,0.8594929
217,0.04630386
218,0.9854497
219,0.67332613
220,0.046422884
221,0.05863042
222,0.039188933
223,0.99846315
224,0.04165431
225,0.999091
226,0.96828085
227,0.8914287
228,0.9701091
229,0.8245569
230,0.9941147
231,0.5635505
232,0.9854607
233,0.8348853
234,0.33401996
235,0.7340876
236,0.9777784
237,0.9441819
238,0.99385035
239,0.97520024
240,0.98094314
241,0.9300693
242,0.024165893
243,0.9560612
244,0.62956774
245,0.9889764
246,0.48314098
247,0.97865045
248,0.8506302
249,0.9287269
250,0.3650165
251,0.8446737
252,0.97829026
253,0.947856
254,0.964655
255,0.99364084
256,0.41054597
257,0.99221814
258,0.34972808
259,0.9510497
260,0.9546093
261,0.9909287
262,0.8520036
263,0.12937815
264,0.12699868
265,0.90635026
266,0.96329975
267,0.9999906
268,0.9871421
269,0.042852346
270,0.9809911
271,0.9997943
272,0.9954332
273,0.22198436
274,0.9967109
275,0.9973381
276,0.9786027
277,0.97928166
278,0.91520023
279,0.9569477
280,0.9699589
281,0.99055815
282,0.99296486
283,0.9774929
284,0.99038225
285,0.99915075
286,0.99213386
287,0.99515605
288,0.99993014
289,0.9798078
290,0.53847486
291,0.2741145
292,0.9522236
293,0.9924739
294,0.87216514
295,0.99888486
296,0.99767
297,0.9894415
298,0.008329341
299,0.98487884
300,0.99316084
301,0.97466916
302,0.76033443
303,0.94740796
304,0.041059308
305,0.9678545
306,0.67435753
307,0.9816699
308,0.99982077
309,0.99177694
310,0.9843313
311,0.9903459
312,0.96381897
313,0.9755141
314,0.9871494
315,0.28884602
316,0.99090517
317,0.9675261
318,0.99191815
319,0.9039949
320,0.974725
321,0.9721194
322,3.8130384e-08
323,0.98825735
324,0.06440037
325,0.049193583
326,0.39233252
327,0.39490065
328,0.957331
329,0.99983704
330,0.9916093
331,0.94977593
332,0.3751057
333,0.97952783
334,0.9935142
335,0.989503
336,0.99627775
337,0.9190363
338,0.5419041
339,0.103293315
340,0.99820507
341,0.61046064
342,0.9812525
343,0.9377019
344,0.90911466
345,0.9852304
346,0.989666
347,0.9920853
348,0.22908124
349,0.9847884
350,0.89740056
351,0.06751319
352,0.99461234
353,0.90182555
354,0.9997955
355,0.9794607
356,0.99926084
357,0.8214019
358,0.9895488
359,0.99062634
360,0.9836104
361,0.9482232
362,0.001416686
363,0.020236058
364,0.01688583
365,0.999387
366,0.86475796
367,0.9699627
368,0.76384544
369,0.994124
370,0.9937311
371,0.035630252
372,0.91176546
373,0.9976318
374,0.66289
375,0.13461536
376,0.47205994
377,0.021057852
378,0.0025400429
379,0.99955064
380,0.8943375
381,0.9749244
382,0.9988298
383,0.988359
384,0.87083906
385,0.24802484
386,0.99641585
387,0.051546484
388,0.98934525
389,0.99821246
390,0.65150243
391,0.9324387
392,0.10420585
393,0.9820764
394,0.96022105
395,0.6508092
396,0.7857943
397,0.07885038
398,0.9987465
399,0.96772486
400,0.05886157
401,0.9999068
402,0.87107587
403,0.99922967
404,0.77957594
405,0.6585639
406,0.50409365
407,0.32886532
408,0.9830245
409,0.9937397
410,0.9968843
411,0.99118924
412,0.18726578
413,0.8976667
414,0.9817037
415,0.7067685
416,0.25467724
417,0.99996257
418,0.42572552
419,0.96844345
420,0.9447541
421,0.98611176
422,0.9612358
423,0.69199663
424,0.9248745
425,0.994269
426,0.6050945
427,0.88546896
428,0.92260784
429,0.02695073
430,0.9275225
431,0.99813133
432,0.059197612
433,0.9394017
434,0.94997954
435,0.9407505
436,0.98254794
437,0.99978095
438,0.7120397
439,0.1312025
440,0.95893466
441,0.098200105
442,0.9681391
443,0.94231385
444,0.9935622
445,0.83070874
446,0.6708101
447,0.98620206
448,0.8945079
449,0.992432
450,0.18354166
451,0.6344516
452,0.6025865
453,0.97304994
454,0.7762509
455,0.74467534
456,0.4751825
457,0.9799222
458,0.9970124
459,0.9144127
460,0.13053532
461,0.9403572
462,0.5052659
463,0.0051573236
464,0.91620266
465,0.5365878
466,0.9667945
467,0.09762074
468,0.94690084
469,0.8385542
470,0.9966704
471,0.9987612
472,0.04214896
473,0.1427215
474,0.9999013
475,0.9963838
476,0.99752694
477,0.99347645
478,0.77530015
479,0.9453966
480,0.9564341
481,0.9442856
482,0.99464697
483,0.9907363
484,0.8954329
485,0.79849875
486,0.99999833
487,0.991043
488,0.9688183
489,0.62361807
490,0.44404733
491,0.98939604
492,0.980434
493,0.967573
494,0.7630339
495,0.98221415
496,0.99426323
497,0.97210807
498,0.8587465
499,0.98079646
500,0.95847285
501,0.9306729
502,0.9977628
503,0.05572168
504,0.9598994
505,0.9971187
506,0.028863393
507,0.9841393
508,0.9808188
509,0.0032922546
510,0.00011889721
511,0.95657194
512,0.13449894
513,0.6944787
514,0.9870483
515,0.028001219
516,0.99898654
517,0.9407721
518,0.9872061
519,0.9972717
520,0.9901562
521,0.9981426
522,0.9976713
523,0.37815702
524,0.5685465
525,0.99987614
526,0.96773535
527,0.9387583
528,0.98498255
529,0.9986217
530,0.05452154
531,0.9946683
532,0.0039552567
533,0.989551
534,0.8700086
535,0.0845529
536,0.967171
537,0.2340461
538,0.9689631
539,0.0892032
540,0.1376421
541,0.9921325
542,0.9987955
543,0.99495184
544,0.14999512
545,0.9998534
546,0.9727851
547,0.9990588
548,0.05673765
549,0.03448928
550,0.99893874
551,0.95875263
552,0.9729951
553,0.9900125
554,0.9999887
555,0.9873653
556,0.905254
557,0.97429276
558,0.12249792
559,0.9650956
560,0.9837578
561,0.97876567
562,0.09684884
563,0.9434262
564,0.9647584
565,0.9911184
566,0.98172057
567,0.9844844
568,0.87565935
569,0.57722056
570,0.99900407
571,0.9870853
572,0.8088906
573,0.9931558
574,0.8188912
575,0.19250199
576,0.96873426
577,0.9999038
578,0.9987207
579,0.9909587
580,0.9730285
581,0.95849234
582,0.97258353
583,0.99784756
584,0.19776979
585,0.9925822
586,0.90530884
587,0.7302318
588,0.9814998
589,0.98528486
590,0.9999002
591,0.99998546
592,0.99699235
593,0.9998729
594,0.99822766
595,0.9865545
596,0.9693709
597,0.9819671
598,4.6402792e-07
599,0.99980015
600,0.32186228
601,0.9029646
602,0.9999976
603,0.99631894
604,0.8593288
605,0.87799937
606,0.00988636
607,0.9851267
608,0.99023694
609,0.30783117
610,0.91811186
611,0.9282521
612,0.99457425
613,0.0622289
614,0.99998605
615,0.98251915
616,0.7572634
617,0.98001206
618,0.9976234
619,0.97340965
620,0.24904284
621,0.013543191
622,0.9956577
623,0.935034
624,0.44043234
625,0.8568577
626,0.9167615
627,0.020352442
628,0.6320194
629,0.9872892
630,0.99753904
631,0.9906974
632,0.4310722
633,0.9995247
634,0.9968352
635,0.042500317
636,0.86556727
637,0.51051813
638,0.79891884
639,0.9961378
640,0.8604235
641,0.99834025
642,0.9924219
643,0.12544282
644,0.91755813
645,0.98139656
646,0.00053635845
647,0.985941
648,0.99427927
649,0.99859565
650,0.8872164
651,0.9999665
652,0.99800664
653,0.59994364
654,0.9315978
655,0.99025553
656,0.9824248
657,0.11393013
658,0.8180142
659,0.98195446
660,0.41204992
661,0.962969
662,0.9807694
663,0.79297924
664,0.997227
665,0.23866026
666,0.11036317
667,0.010098493
668,0.94572127
669,0.9809787
670,0.981042
671,0.999627
672,0.95347464
673,0.44882452
674,0.05670826
675,0.26606986
676,0.9891073
677,0.99993885
678,0.741021
679,0.962445
680,0.3683921
681,0.9149227
682,0.01804383
683,0.9904952
684,0.9998023
685,0.94643956
686,0.95750976
687,0.9389152
688,0.99136764
689,0.99195695
690,0.942494
691,0.9510514
692,0.0007565396
693,0.9966378
694,0.99661094
695,0.9529449
696,0.9422145
697,0.99328667
698,0.9999094
699,0.9983327
700,0.992351
701,0.059709653
702,0.98838115
703,0.8683196
704,0.9654836
705,0.8326003
706,0.99918646
707,0.54486006
708,0.9996344
709,0.8663127
710,0.9953318
711,0.8484535
712,0.011133468
713,0.8256795
714,0.98614234
715,0.92972875
716,0.014572222
717,0.99500763
718,0.98068905
719,0.84349436
720,0.9557093
721,0.037437674
722,0.8541833
723,0.96890867
724,0.72849166
725,0.99997866
726,0.99958616
727,0.9923429
728,0.9495524
729,0.96662235
730,0.973317
731,0.9981198
732,0.9938055
733,0.045110803
734,0.33385032
735,0.9797125
736,0.5987557
737,0.93406606
738,0.9816165
739,0.9882174
740,0.9995821
741,0.99790287
742,0.99901545
743,0.027962714
744,0.9957045
745,0.97890854
746,0.8377755
747,0.86503965
748,0.60622865
749,0.9997987
750,0.9000285
751,0.09801767
752,0.62562233
753,0.98724174
754,0.99980146
755,0.97581756
756,0.7280323
757,0.9749555
758,0.069520146
759,0.98196983
760,0.99730384
761,0.99803513
762,0.932162
763,0.9938386
764,0.59120136
765,0.89636993
766,0.88638055
767,0.833077
768,0.98822826
769,0.99721706
770,0.49068853
771,0.062588386
772,0.99160063
773,0.99423665
774,0.8249292
775,0.07662133
776,0.9988065
777,0.016398625
778,0.7347726
779,0.15518634
780,0.9721085
781,0.48975432
782,0.85899925
783,0.99967885
784,0.036604635
785,0.01103152
786,0.991772
787,0.88264203
788,0.034898724
789,0.97800875
790,0.99862325
791,0.013329669
792,0.99885285
793,0.93501866
794,0.7170348
795,0.99272597
796,0.9937676
797,0.9993273
798,0.9752719
799,0.9980413
800,0.9629717
801,0.4815633
802,0.78824496
803,0.9909638
804,0.16635472
805,0.8690318
806,0.9996755
807,0.9419557
808,0.030975442
809,0.7041719
810,0.9884636
811,0.98992574
812,0.0028012188
813,0.9797291
814,0.9785917
815,0.0011062172
816,0.9112565
817,0.9999292
818,0.99928147
819,0.87267166
820,0.96030676
821,0.15523435
822,0.9932088
823,0.92351854
824,0.94925445
825,0.9029493
826,0.99416107
827,0.99990714
828,0.9476581
829,0.9320719
830,0.00679768
831,0.014618307
832,0.98893714
833,0.9976833
834,0.99205506
835,0.99957746
836,0.044149224
837,0.84154904
838,0.8224219
839,0.0690368
840,2.7724667e-05
841,0.99642736
842,0.99766266
843,0.3195572
844,0.16651715
845,0.9517235
846,0.99543506
847,0.9986297
848,0.020188237
849,0.99964094
850,0.99999535
851,0.48113987
852,0.93329203
853,0.8978506
854,0.99959797
855,0.0069267997
856,0.9594779
857,0.27741316
858,0.10572503
859,0.9998851
860,0.9540805
861,0.9732656
862,0.9932035
863,0.5470529
864,0.9966593
865,0.87663347
866,0.9005091
867,0.99973506
868,0.97993577
869,0.99832195
870,0.9877994
871,0.14666626
872,0.9598318
873,0.81848705
874,0.99744177
875,0.9923293
876,0.0018342757
877,0.571045
878,0.8939391
879,0.91382813
880,0.6640427
881,0.9327164
882,0.1441468
883,0.99986815
884,0.84257793
885,0.016418325
886,0.9630554
887,0.26712894
888,0.9966832
889,0.83322155
890,0.38891742
891,0.53661627
892,0.9892777
893,0.036538992
894,0.29111943
895,0.08594296
896,0.00074837194
897,0.99927527
898,0.98891544
899,0.9979042
900,0.9725692
901,0.85396194
902,0.89778185
903,0.12715332
904,0.06543571
905,0.9720201
906,0.89293766
907,0.8868887
908,0.95768017
909,0.6240352
910,0.13641934
911,0.003801062
912,0.9987614
913,0.9067679
914,0.99989307
915,0.9050261
916,0.49403825
917,0.99921775
918,0.7319996
919,0.06467
920,0.6612311
921,0.8724949
922,0.99534154
923,0.9989108
924,0.10967536
925,0.0004956848
926,0.9722034
927,0.9927153
928,0.97579306
929,0.11796169
930,0.99990594
931,0.009326489
932,0.9925694
933,0.071858294
934,0.9834556
935,0.9981719
936,0.21436621
937,0.08458496
938,0.99112403
939,0.9782844
940,0.9648585
941,0.07668111
942,0.958743
943,0.88320595
944,0.83740896
945,0.9875896
946,0.5861573
947,0.061628044
948,0.99943835
949,0.9992036
950,0.9999777
951,0.92991745
952,0.9684826
953,0.9991691
954,0.97597325
955,0.98907834
956,0.98857725
957,0.98380613
958,0.9989153
959,1.1164541e-10
960,0.9759405
961,0.98369783
962,0.4252514
963,0.85873485
964,0.99425757
965,0.9833245
966,0.99981755
967,0.959496
968,0.067026556
969,0.98531383
970,0.956418
971,0.92962986
972,0.934605
973,0.9749428
974,0.003943067
975,0.9660705
976,0.4792744
977,0.03802159
978,0.39070216
979,0.03379033
980,0.9015341
981,0.9625742
982,0.9996667
983,0.99357796
984,0.82912546
985,0.99748576
986,0.96330386
987,0.023554655
988,0.8365627
989,0.9315888
990,0.99778
991,0.9988972
992,0.5642065
993,0.96924466
994,0.96720785
995,0.99834096
996,0.9974139
997,0.7679794
998,0.82043195
999,0.99997365
1000,0.647835
1001,0.9736669
1002,0.44058582
1003,0.80569583
1004,0.99879575
1005,0.9968274
1006,0.99090123
1007,0.9603428
1008,0.55410695
1009,0.8035357
1010,0.9883968
1011,0.9998313
1012,0.98958594
1013,0.9999962
1014,0.19782872
1015,0.9942676
1016,0.053200874
1017,0.044826776
1018,0.9999945
1019,0.9943116
1020,0.9805611
1021,0.918146
1022,0.9867301
1023,0.056141023
1024,0.40104112
1025,0.9999198
1026,0.9892569
1027,0.98891187
1028,0.8158582
1029,0.94165367
1030,0.9974177
1031,0.999647
1032,0.99386877
1033,0.3942425
1034,0.021630509
1035,0.9452854
1036,0.99428284
1037,0.21306463
1038,0.99984646
1039,0.96721494
1040,0.15602718
1041,0.9697308
1042,0.7371115
1043,0.9042267
1044,0.97533774
1045,0.25840417
1046,0.9989785
1047,0.999956
1048,0.66905206
1049,0.9691159
1050,0.023680529
1051,0.05491425
1052,0.24131644
1053,0.9983511
1054,0.9999515
1055,0.99450654
1056,0.9876831
1057,0.8698554
1058,0.99546486
1059,0.63083386
1060,0.9981645
1061,0.8782713
1062,0.9492569
1063,0.8596482
1064,0.9993987
1065,0.3275461
1066,0.92449754
1067,0.8756676
1068,0.95329005
1069,0.8742223
1070,0.0734443
1071,0.99413586
1072,0.7673627
1073,0.9618184
1074,0.96505517
1075,0.93660647
1076,0.9844179
1077,0.97243303
1078,0.99026346
1079,0.99109226
1080,0.87762797
1081,0.999363
1082,0.9658979
1083,0.50359756
1084,0.25555238
1085,0.9865915
1086,0.96097267
1087,0.954271
1088,0.1769294
1089,0.9435927
1090,0.99855345
1091,0.9013178
1092,0.6027351
1093,0.77582157
1094,0.9862497
1095,0.9807099
1096,0.951874
1097,0.9369325
1098,0.13339303
1099,0.030479955
1100,0.99157023
1101,0.98535186
1102,0.98713857
1103,0.8201648
1104,0.70475096
1105,0.9998839
1106,0.94548064
1107,0.96043277
1108,0.95373505
1109,0.15074937
1110,0.9415223
1111,0.22510397
1112,0.8713801
1113,0.5707773
1114,0.98872316
1115,0.96308744
1116,0.10088494
1117,0.016322616
1118,0.95127904
1119,0.9949785
1120,0.99912804
1121,0.995643
1122,0.69236946
1123,0.9962424
1124,0.9968527
1125,0.00028929298
1126,0.5254343
1127,0.6602819
1128,0.9809997
1129,0.9991673
1130,0.93164974
1131,0.9872729
1132,1.0742625e-05
1133,0.9056781
1134,0.95947593
1135,0.9755697
1136,0.80413705
1137,0.9999808
1138,0.99749005
1139,0.97399455
1140,0.9349349
1141,0.48212194
1142,0.58535427
1143,0.9500429
1144,0.7862263
1145,0.95997643
1146,0.7739581
1147,0.9750631
1148,0.78850263
1149,0.989181
1150,0.9858564
1151,0.0070024957
1152,0.10619165
1153,0.99953246
1154,0.9809996
1155,0.9952251
1156,0.98690736
1157,0.9952755
1158,0.96843195
1159,0.470313
1160,0.7883305
1161,0.9931982
1162,0.89893913
1163,0.00080678373
1164,0.978
1165,0.9927719
1166,0.9973003
1167,0.99639136
1168,0.9985298
1169,0.962843
1170,0.99261475
1171,0.0084320605
1172,1.7096696e-05
1173,0.9509095
1174,0.97819567
1175,0.9693384
1176,0.42337283
1177,0.99990654
1178,0.9999987
1179,0.8875566
1180,0.8464022
1181,0.8790115
1182,0.99403
1183,0.0057357317
1184,0.28376102
1185,0.11379873
1186,0.99989593
1187,0.9882505
1188,0.014027414
1189,0.9974527
1190,0.92356175
1191,0.999006
1192,0.99573874
1193,0.78197837
1194,0.060856182
1195,8.2491915e-06
1196,0.49307555
1197,0.98127836
1198,0.083611146
1199,0.19383048
1200,0.72912896
1201,0.98576003
1202,0.028106052
1203,0.99745554
1204,0.99956745
1205,0.17487319
1206,0.01258373
1207,0.68897915
1208,0.99243355
1209,0.67656153
1210,0.06255932
1211,0.98642725
1212,0.35141522
1213,0.99858236
1214,0.9989575
1215,0.59351265
1216,0.9990294
1217,0.9967129
1218,0.20626098
1219,0.97397894
1220,0.572609
1221,0.97767055
1222,0.9763484
1223,0.976045
1224,0.95775145
1225,0.9974253
1226,0.9268871
1227,0.7606274
1228,0.9979177
1229,0.15744421
1230,0.9619105
1231,0.9900045
1232,0.99878734
1233,0.06723814
1234,0.3323475
1235,0.065449394
1236,1.8317336e-05
1237,0.9331797
1238,0.9853638
1239,0.99765897
1240,0.95236844
1241,0.37557888
1242,0.08698896
1243,0.09471431
1244,0.9402307
1245,0.12205904
1246,0.91084677
1247,0.99376947
1248,0.97796917
1249,0.97905236
1250,0.9967668
1251,0.85921544
1252,0.9320308
1253,0.99870825
1254,0.836876
1255,0.1111495
1256,0.14920872
1257,0.9594655
1258,0.0006745003
1259,0.96104485
1260,0.97597367
1261,0.43291044
1262,0.9882862
1263,0.99160415
1264,0.05722453
1265,0.71055937
1266,0.028380617
1267,0.14242278
1268,0.9585083
1269,0.971049
1270,0.9848549
1271,0.9932459
1272,0.039307266
1273,0.48244172
1274,0.93280894
1275,0.95405006
1276,0.99865216
1277,0.98474586
1278,0.94685125
1279,0.97057366
1280,0.99588984
1281,0.81872773
1282,0.99977475
1283,0.0019418197
1284,0.9939121
1285,0.99990964
1286,0.8901001
1287,0.8675121
1288,0.9932219
1289,0.0038251048
1290,0.8975755
1291,0.99513537
1292,0.031799432
1293,0.9645148
1294,0.9996606
1295,0.9780281
1296,0.93047553
1297,0.9985055
1298,0.043545313
1299,0.9901432
1300,0.60605925
1301,0.82308125
1302,0.078603454
1303,0.085215986
1304,0.9865037
1305,0.12403834
1306,0.9856952
1307,0.9559246
1308,0.049089048
1309,0.9933468
1310,0.9451851
1311,0.9959265
1312,0.9975172
1313,0.6781194
1314,0.9779977
1315,0.4486165
1316,0.91505843
1317,0.9757808
1318,0.991848
1319,0.13949776
1320,0.030805677
1321,0.12415467
1322,0.98477316
1323,0.9988136
1324,0.932442
1325,0.9946371
1326,0.0033513184
1327,0.91214675
1328,0.99049884
1329,0.9768569
1330,0.9982109
1331,0.3337422
1332,0.99099815
1333,0.6117443
1334,0.03910326
1335,0.27711114
1336,0.966959
1337,0.9994247
1338,0.9916801
1339,0.9887798
1340,0.7874417
1341,0.9011025
1342,0.9863159
1343,0.99133646
1344,0.86456454
1345,0.77812696
1346,0.99706346
1347,0.99977666
1348,0.9776855
1349,0.99752325
1350,0.46231726
1351,0.9939581
1352,0.99998224
1353,0.49780324
1354,0.68526983
1355,0.9963141
1356,0.05496688
1357,0.9517677
1358,0.99684024
1359,0.99995434
1360,0.87368864
1361,0.9682505
1362,0.1681732
1363,0.99896884
1364,0.99981743
1365,0.92981523
1366,0.9941332
1367,0.99722713
1368,0.95284885
1369,1.3812338e-07
1370,0.99931085
1371,0.998963
1372,0.9888326
1373,0.98780614
1374,0.9018335
1375,0.04972872
1376,0.44751698
1377,0.99971014
1378,0.99984944
1379,0.9386356
1380,0.4566883
1381,0.98063856
1382,0.96918285
1383,0.9971718
1384,0.9935167
1385,0.96974397
1386,0.58210087
1387,0.9924811
1388,0.17398012
1389,0.5440186
1390,0.006491237
1391,0.5337916
1392,0.9996828
1393,0.98175067
1394,0.00064667955
1395,0.99573493
1396,0.018938731
1397,0.54690313
1398,0.6240075
1399,0.16619882
1400,0.96323574
1401,0.9981029
1402,0.99411607
1403,0.9997881
1404,0.98737204
1405,0.8472967
1406,0.9905565
1407,0.7696793
1408,0.9998908
1409,0.8754192
1410,0.9613832
1411,0.024624212
1412,0.9973807
1413,0.9687876
1414,0.8476292
1415,0.99978083
1416,0.62390447
1417,0.99973327
1418,0.98920316
1419,0.034292083
1420,0.96000665
1421,0.98396134
1422,0.8170734
1423,0.9883493
1424,0.9995753
1425,0.9975454
1426,0.48156598
1427,0.9805288
1428,0.99715424
1429,0.28853285
1430,0.86235124
1431,0.39199156
1432,0.05065744
1433,0.968908
1434,0.8505073
1435,0.40651792
1436,0.99878794
1437,0.3179658
1438,0.99897456
1439,0.13113111
1440,0.5913358
1441,0.88365716
1442,0.9956649
1443,0.29829192
1444,0.70067894
1445,0.036344137
1446,0.9905849
1447,0.42818952
1448,0.11608044
1449,0.9301273
1450,0.9968546
1451,0.9795926
1452,0.07115991
1453,0.9924573
1454,0.99993813
1455,0.9999995
1456,0.99228036
1457,0.9872069
1458,0.08025221
1459,0.5878396
1460,0.97352093
1461,0.024682602
1462,0.1134876
1463,6.698871e-08
1464,0.9650316
1465,0.1154739
1466,0.9976209
1467,0.9953939
1468,0.9880598
1469,0.96838737
1470,0.9995821
1471,0.12439362
1472,0.43279877
1473,0.98814744
1474,0.8044569
1475,0.9432334
1476,0.9954249
1477,0.005501129
1478,0.01673234
1479,0.30178154
1480,0.9887462
1481,0.9680393
1482,0.99995065
1483,0.01798456
1484,0.46340683
1485,0.7677748
1486,0.9983681
1487,0.0014673217
1488,0.9885966
1489,0.009955204
1490,0.9901029
1491,0.99882907
1492,0.3634671
1493,0.003755335
1494,0.41089967
1495,0.627043
1496,0.9666421
1497,0.9997229
1498,0.999908
1499,0.9407971
1500,0.9999989
1501,0.9718062
1502,0.1161911
1503,0.6685468
1504,0.95996255
1505,0.81690013
1506,0.97708374
1507,0.00039827346
1508,0.84982276
1509,0.9758463
1510,0.99981934
1511,0.105344005
1512,0.8755535
1513,0.05368667
1514,0.9786033
1515,0.89827657
1516,0.98522884
1517,0.8571548
1518,0.9942074
1519,0.9985066
1520,0.44677374
1521,0.90450615
1522,0.49510232
1523,0.9916808
1524,0.9999522
1525,0.97722137
1526,0.9952663
1527,0.9565555
1528,0.9993662
1529,0.2473534
1530,0.6258122
1531,0.99442
1532,0.0039162035
1533,0.112429775
1534,0.000532083
1535,0.9996063
1536,0.020697068
1537,0.9997218
1538,0.661293
1539,0.9752226
1540,0.97364646
1541,0.9999542
1542,0.92062974
1543,0.98713315
1544,0.9999584
1545,0.3777917
1546,0.9723517
1547,0.97352356
1548,0.9518464
1549,0.7694529
1550,0.8666724
1551,0.97103477
1552,0.98355573
1553,0.93619025
1554,0.10072795
1555,0.021178277
1556,0.9933242
1557,0.84501004
1558,0.47727376
1559,0.97161466
1560,0.23128043
1561,0.98854953
1562,0.9215921
1563,0.9616234
1564,0.924336
1565,0.46019402
1566,0.9607381
1567,0.9698674
1568,0.9789925
1569,0.995501
1570,0.97776586
1571,0.9876632
1572,0.06130572
1573,0.0069973576
1574,0.067479216
1575,0.99964464
1576,0.003893746
1577,0.20743234
1578,0.9884786
1579,0.73269475
1580,0.99999094
1581,0.98759335
1582,0.9933975
1583,0.97267705
1584,0.9485327
1585,0.9999422
1586,0.99889886
1587,0.998669
1588,0.97167015
1589,0.027247673
1590,0.4713199
1591,0.9599149
1592,0.9988722
1593,0.9971245
1594,0.9954809
1595,0.35985354
1596,0.99492407
1597,0.50056255
1598,0.82025826
1599,0.60150284
1600,0.003662995
1601,0.9396974
1602,0.0017304098
1603,0.077255
1604,0.98979026
1605,0.9881004
1606,0.8006258
1607,0.8844602
1608,0.92757815
1609,0.9945574
1610,0.79552704
1611,0.9741532
1612,0.98440844
1613,0.9433219
1614,0.93716115
1615,0.9642758
1616,0.13554488
1617,0.9989409
1618,0.44307452
1619,0.9986401
1620,0.9869537
1621,0.16304559
1622,0.9830084
1623,0.9717863
1624,0.56705225
1625,0.30618295
1626,0.749715
1627,0.0033958282
1628,0.06496966
1629,0.061642237
1630,0.03207139
1631,0.060570236
1632,7.668169e-05
1633,5.3835647e-09
1634,0.0001446756
1635,0.87768674
1636,0.25527158
1637,0.06919636
1638,0.006329587
1639,0.010366522
1640,0.010974753
1641,0.000118605065
1642,0.0027418789
1643,4.6632863e-06
1644,0.24693084
1645,0.00026508368
1646,0.00024106563
1647,0.0008726116
1648,0.0010699333
1649,0.00026768257
1650,7.783161e-06
1651,0.9839787
1652,0.044665556
1653,0.055256937
1654,0.028947303
1655,0.00550697
1656,0.00016503852
1657,0.0010191936
1658,0.037808556
1659,0.0001974437
1660,0.002167834
1661,0.5094288
1662,2.8376763e-12
1663,0.015691198
1664,0.006378383
